"drugBankId"
"DB00949"
"DB01023"
"DB01039"
"DB00800"
"DB00573"
"DB00813"
"DB01216"
"DB01148"
"DB01195"
"DB01099"
"DB01073"
"DB00687"
"DB00180"
"DB00591"
"DB00324"
"DB00544"
"DB00472"
"DB01185"
"DB00623"
"DB00846"
"DB00712"
"DB00499"
"DB00588"
"DB01095"
"DB00176"
"DB00569"
"DB00983"
"DB00492"
"DB01320"
"DB00998"
"DB00947"
"DB14491"
"DB00695"
"DB00996"
"DB00674"
"DB00441"
"DB01241"
"DB01016"
"DB01120"
"DB00222"
"DB01067"
"DB01296"
"DB00644"
"DB00014"
"DB00889"
"DB00226"
"DB01170"
"DB01018"
"DB00536"
"DB00596"
"DB00502"
"DB01275"
"DB00999"
"DB00956"
"DB00741"
"DB00327"
"DB01005"
"DB00557"
"DB00424"
"DB00710"
"DB01050"
"DB00308"
"DB01177"
"DB01181"
"DB01088"
"DB00619"
"DB00458"
"DB00724"
"DB00808"
"DB00328"
"DB00332"
"DB01029"
"DB00762"
"DB00221"
"DB01064"
"DB00883"
"DB01020"
"DB00982"
"DB00270"
"DB01167"
"DB01221"
"DB01009"
"DB00465"
"DB00598"
"DB00555"
"DB00448"
"DB01259"
"DB00654"
"DB00583"
"DB00480"
"DB01006"
"DB00650"
"DB00007"
"DB00848"
"DB01202"
"DB01210"
"DB01002"
"DB01235"
"DB01137"
"DB00367"
"DB00451"
"DB00281"
"DB00279"
"DB01255"
"DB00722"
"DB14509"
"DB00186"
"DB00678"
"DB00227"
"DB00408"
"DB01378"
"DB00653"
"DB00470"
"DB00179"
"DB00657"
"DB00939"
"DB00603"
"DB00351"
"DB00814"
"DB01042"
"DB01043"
"DB00454"
"DB00532"
"DB00371"
"DB01033"
"DB00244"
"DB00933"
"DB00331"
"DB00333"
"DB01577"
"DB00763"
"DB00563"
"DB01403"
"DB00232"
"DB00992"
"DB00968"
"DB00353"
"DB00422"
"DB00959"
"DB01214"
"DB01233"
"DB00524"
"DB00264"
"DB00765"
"DB00379"
"DB01110"
"DB00211"
"DB00491"
"DB00419"
"DB01017"
"DB00350"
"DB00929"
"DB00305"
"DB01204"
"DB00745"
"DB00691"
"DB00764"
"DB00471"
"DB00295"
"DB00218"
"DB00461"
"DB01203"
"DB00844"
"DB00704"
"DB00788"
"DB00952"
"DB00731"
"DB04861"
"DB00716"
"DB01400"
"DB00627"
"DB00622"
"DB01115"
"DB00393"
"DB00401"
"DB00727"
"DB00325"
"DB00585"
"DB00368"
"DB00717"
"DB00957"
"DB00540"
"DB00104"
"DB01165"
"DB00334"
"DB00275"
"DB00338"
"DB00904"
"DB00816"
"DB01083"
"DB01173"
"DB00991"
"DB00776"
"DB01062"
"DB00497"
"DB01192"
"DB01229"
"DB01267"
"DB03796"
"DB00282"
"DB00213"
"DB01113"
"DB00715"
"DB00642"
"DB01359"
"DB00652"
"DB00686"
"DB00552"
"DB00806"
"DB01186"
"DB00790"
"DB01579"
"DB01174"
"DB00925"
"DB00191"
"DB00692"
"DB00388"
"DB00397"
"DB00252"
"DB01085"
"DB00337"
"DB00960"
"DB01132"
"DB01291"
"DB00554"
"DB00733"
"DB00413"
"DB00175"
"DB01058"
"DB00457"
"DB00860"
"DB00635"
"DB00230"
"DB00750"
"DB00794"
"DB01035"
"DB00721"
"DB00433"
"DB00387"
"DB00396"
"DB01069"
"DB01182"
"DB00647"
"DB00571"
"DB00550"
"DB00852"
"DB00545"
"DB00114"
"DB00165"
"DB01224"
"DB00881"
"DB00908"
"DB00468"
"DB01129"
"DB00481"
"DB00178"
"DB00863"
"DB01367"
"DB00899"
"DB00912"
"DB00206"
"DB00140"
"DB01045"
"DB00884"
"DB00734"
"DB00989"
"DB00953"
"DB00533"
"DB00268"
"DB00412"
"DB01098"
"DB01001"
"DB00936"
"DB00938"
"DB01399"
"DB01232"
"DB00747"
"DB01104"
"DB01105"
"DB00203"
"DB00641"
"DB01261"
"DB00464"
"DB00398"
"DB00489"
"DB00421"
"DB00428"
"DB00364"
"DB00795"
"DB00605"
"DB00669"
"DB01268"
"DB00382"
"DB00864"
"DB00820"
"DB00675"
"DB00706"
"DB00966"
"DB00853"
"DB06287"
"DB00444"
"DB01162"
"DB00871"
"DB00342"
"DB00624"
"DB04844"
"DB00759"
"DB01041"
"DB00277"
"DB00352"
"DB00679"
"DB01623"
"DB00906"
"DB00208"
"DB01133"
"DB00373"
"DB00775"
"DB00697"
"DB00839"
"DB01124"
"DB00323"
"DB00500"
"DB00273"
"DB01030"
"DB00214"
"DB00193"
"DB00519"
"DB00302"
"DB00287"
"DB00374"
"DB00755"
"DB00620"
"DB00384"
"DB00831"
"DB00508"
"DB00376"
"DB00440"
"DB01157"
"DB03904"
"DB00580"
"DB00385"
"DB00177"
"DB00285"
"DB00661"
"DB01080"
"DB00570"
"DB00541"
"DB00361"
"DB00162"
"DB00126"
"DB00163"
"DB02546"
"DB00682"
"DB00549"
"DB00744"
"DB00246"
"DB00399"
"DB00315"
"DB00909"
"DB06813"
"DB11642"
"DB06789"
"DB06410"
"DB06292"
"DB06704"
"DB06637"
"DB04868"
"DB06819"
"DB11827"
"DB12001"
"DB11256"
"DB05812"
"DB06736"
"DB01418"
"DB03128"
"DB06151"
"DB00459"
"DB00718"
"DB08916"
"DB01426"
"DB13167"
"DB01436"
"DB14001"
"DB14476"
"DB00770"
"DB00488"
"DB09087"
"DB11239"
"DB06403"
"DB00288"
"DB00479"
"DB00855"
"DB06288"
"DB13273"
"DB06767"
"DB00613"
"DB01060"
"DB00681"
"DB00276"
"DB00261"
"DB13853"
"DB11157"
"DB05630"
"DB01419"
"DB00964"
"DB06697"
"DB14482"
"DB14484"
"DB14490"
"DB06216"
"DB09121"
"DB06626"
"DB00972"
"DB00207"
"DB00355"
"DB06769"
"DB13657"
"DB04812"
"DB12867"
"DB11748"
"DB12783"
"DB12537"
"DB03793"
"DB06770"
"DB04115"
"DB06755"
"DB06698"
"DB06756"
"DB01393"
"DB13153"
"DB01294"
"DB00006"
"DB01558"
"DB09019"
"DB12401"
"DB06772"
"DB00146"
"DB02300"
"DB01373"
"DB06724"
"DB01164"
"DB08907"
"DB09061"
"DB09015"
"DB12328"
"DB06774"
"DB00389"
"DB08889"
"DB14086"
"DB00833"
"DB00671"
"DB01212"
"DB04846"
"DB00341"
"DB00050"
"DB00291"
"DB01178"
"DB01239"
"DB11136"
"DB13279"
"DB01340"
"DB01166"
"DB14184"
"DB09064"
"DB01211"
"DB04815"
"DB00349"
"DB11750"
"DB00720"
"DB00845"
"DB13256"
"DB14206"
"DB09270"
"DB00803"
"DB09130"
"DB06778"
"DB00148"
"DB08865"
"DB11672"
"DB09116"
"DB00531"
"DB00260"
"DB04839"
"DB00847"
"DB12153"
"DB06695"
"DB00970"
"DB00250"
"DB01609"
"DB00746"
"DB01708"
"DB00967"
"DB01191"
"DB00633"
"DB00509"
"DB11994"
"DB01119"
"DB01495"
"DB00266"
"DB12945"
"DB00985"
"DB08908"
"DB08995"
"DB00841"
"DB01184"
"DB09167"
"DB00254"
"DB04855"
"DB00450"
"DB01126"
"DB12243"
"DB11979"
"DB09477"
"DB04880"
"DB00824"
"DB13956"
"DB04573"
"DB00402"
"DB00330"
"DB01077"
"DB01628"
"DB09086"
"DB00973"
"DB00574"
"DB01288"
"DB08868"
"DB00322"
"DB02266"
"DB04841"
"DB01544"
"DB01047"
"DB00875"
"DB00690"
"DB04842"
"DB13867"
"DB00158"
"DB08905"
"DB01274"
"DB00828"
"DB08966"
"DB05260"
"DB00317"
"DB00798"
"DB14183"
"DB09257"
"DB11141"
"DB11248"
"DB13180"
"DB13749"
"DB01914"
"DB00143"
"DB09462"
"DB09276"
"DB00874"
"DB01159"
"DB04703"
"DB08828"
"DB05381"
"DB04864"
"DB13322"
"DB01611"
"DB06196"
"DB08954"
"DB08877"
"DB13178"
"DB01592"
"DB01247"
"DB00753"
"DB00951"
"DB08820"
"DB00602"
"DB04845"
"DB01026"
"DB00920"
"DB09236"
"DB04398"
"DB06768"
"DB00709"
"DB06202"
"DB01097"
"DB06282"
"DB08882"
"DB00601"
"DB14104"
"DB14507"
"DB01206"
"DB00836"
"DB01601"
"DB00455"
"DB04871"
"DB01283"
"DB08815"
"DB00137"
"DB06249"
"DB11231"
"DB00256"
"DB12474"
"DB08932"
"DB14513"
"DB09407"
"DB06757"
"DB00742"
"DB00934"
"DB00579"
"DB08899"
"DB00888"
"DB00784"
"DB01065"
"DB00961"
"DB09110"
"DB00134"
"DB00553"
"DB14644"
"DB06710"
"DB00916"
"DB00683"
"DB06595"
"DB00834"
"DB04896"
"DB00235"
"DB09031"
"DB00370"
"DB01171"
"DB06413"
"DB01618"
"DB14512"
"DB00680"
"DB09205"
"DB09242"
"DB00688"
"DB01024"
"DB11828"
"DB05294"
"DB00157"
"DB06230"
"DB01183"
"DB08804"
"DB13145"
"DB01149"
"DB00220"
"DB00238"
"DB02701"
"DB00699"
"DB06803"
"DB09220"
"DB00184"
"DB00665"
"DB04743"
"DB00348"
"DB01054"
"DB00435"
"DB00698"
"DB06174"
"DB05990"
"DB09074"
"DB04224"
"DB01250"
"DB00526"
"DB01096"
"DB00842"
"DB01580"
"DB09140"
"DB06412"
"DB03585"
"DB00219"
"DB09073"
"DB06603"
"DB01783"
"DB01626"
"DB00910"
"DB01421"
"DB13063"
"DB06589"
"DB09053"
"DB00487"
"DB01230"
"DB00859"
"DB00738"
"DB00312"
"DB12710"
"DB01608"
"DB00850"
"DB00780"
"DB00498"
"DB09269"
"DB00812"
"DB00981"
"DB05316"
"DB01100"
"DB06762"
"DB00319"
"DB00592"
"DB09350"
"DB00236"
"DB09210"
"DB00670"
"DB04951"
"DB06809"
"DB01324"
"DB08901"
"DB14500"
"DB00761"
"DB06715"
"DB01297"
"DB06209"
"DB01599"
"DB01168"
"DB01366"
"DB00392"
"DB00420"
"DB00818"
"DB00205"
"DB08913"
"DB00293"
"DB00234"
"DB08896"
"DB00409"
"DB02709"
"DB11753"
"DB01220"
"DB11738"
"DB00740"
"DB06155"
"DB00503"
"DB01656"
"DB05271"
"DB00778"
"DB01698"
"DB06594"
"DB00118"
"DB06654"
"DB00360"
"DB06335"
"DB01037"
"DB11135"
"DB06144"
"DB01236"
"DB00922"
"DB12371"
"DB00877"
"DB01390"
"DB09460"
"DB09153"
"DB09154"
"DB11119"
"DB09072"
"DB11056"
"DB06718"
"DB01082"
"DB09267"
"DB00566"
"DB14089"
"DB01138"
"DB00391"
"DB12127"
"DB01956"
"DB00799"
"DB09256"
"DB00469"
"DB01420"
"DB00152"
"DB00166"
"DB04572"
"DB13245"
"DB09070"
"DB00911"
"DB06823"
"DB01409"
"DB00684"
"DB01056"
"DB08895"
"DB00797"
"DB00539"
"DB05109"
"DB08911"
"DB00752"
"DB00656"
"DB06753"
"DB06824"
"DB08814"
"DB09069"
"DB00347"
"DB04571"
"DB06825"
"DB00809"
"DB11699"
"DB00791"
"DB01586"
"DB13971"
"DB01273"
"DB04876"
"DB00309"
"DB11641"
"DB00170"
"DB09068"
"DB04898"
"DB01392"
"DB00495"
"DB04832"
"DB01593"
"DB14487"
"DB09322"
"DB00425"
"DB01198"
"DB09225"
